model_key,valid_fold,model_kwargs.lm_freeze_layer_count,model_kwargs.node_h_dim,model_kwargs.num_layers,model_kwargs.residual,cycle_size,hp_combination,mcc,micro_auprc,sensitivity,precision,micro_auroc,valid_mcc,best_threshold,finished_at,max_lr
esm-t33-gvp,2,31,"(512, 16)",4,True,20,28,0.6653,0.6776,0.6098,0.7555,0.9353,0.586,-2.9,2024-09-11 12:27:42,0.002
esm-t33-gvp,2,31,"(512, 16)",4,True,10,29,0.6628,0.6975,0.5742,0.7947,0.9437,0.5911,-2.2,2024-09-11 12:36:08,0.002
esm-t33-gvp,2,31,"(512, 16)",4,False,20,30,0.2384,0.1612,0.5178,0.1688,0.8044,0.1778,-3.0,2024-09-11 12:52:17,0.002
esm-t33-gvp,2,31,"(512, 16)",4,False,10,31,0.6654,0.6719,0.6024,0.7646,0.9339,0.5771,-3.0,2024-09-11 13:00:41,0.002
esm-t33-gvp,3,30,"(256, 16)",3,True,20,0,0.6721,0.6449,0.6157,0.7629,0.9351,0.669,-1.3,2024-09-11 13:15:04,0.002
esm-t33-gvp,3,30,"(256, 16)",3,True,10,1,0.6792,0.686,0.6588,0.7291,0.9502,0.6857,-2.0,2024-09-11 13:22:35,0.002
esm-t33-gvp,3,30,"(256, 16)",3,False,20,2,0.6808,0.6833,0.6439,0.7483,0.9326,0.693,-2.7,2024-09-11 13:37:00,0.002
esm-t33-gvp,3,30,"(256, 16)",3,False,10,3,0.6904,0.6885,0.638,0.7748,0.9212,0.6847,-1.8,2024-09-11 13:44:28,0.002
esm-t33-gvp,3,30,"(256, 16)",4,True,20,4,0.6798,0.6802,0.6246,0.7682,0.9352,0.68,-1.4,2024-09-11 13:59:23,0.002
esm-t33-gvp,3,30,"(256, 16)",4,True,10,5,0.6706,0.6867,0.6276,0.746,0.942,0.6887,-2.0,2024-09-11 14:07:08,0.002
esm-t33-gvp,3,30,"(256, 16)",4,False,20,6,0.6833,0.6828,0.6439,0.7535,0.9461,0.6893,-1.3,2024-09-11 14:22:00,0.002
esm-t33-gvp,3,30,"(256, 16)",4,False,10,7,0.6661,0.6714,0.6053,0.7626,0.9379,0.6652,-1.2,2024-09-11 14:29:43,0.002
esm-t33-gvp,3,30,"(512, 16)",3,True,20,8,0.6701,0.6748,0.6157,0.7587,0.9237,0.6833,-1.1,2024-09-11 14:45:30,0.002
esm-t33-gvp,3,30,"(512, 16)",3,True,10,9,0.6707,0.687,0.6231,0.7513,0.9431,0.6791,-2.5,2024-09-11 14:53:40,0.002
esm-t33-gvp,3,30,"(512, 16)",3,False,20,10,0.0,0.0989,0.0,,0.7288,0.0,-3.0,2024-09-11 15:09:21,0.002
esm-t33-gvp,3,30,"(512, 16)",3,False,10,11,0.6723,0.6883,0.6617,0.7125,0.9439,0.6798,-2.9,2024-09-11 15:17:30,0.002
esm-t33-gvp,3,30,"(512, 16)",4,True,20,12,0.6654,0.6967,0.6128,0.7523,0.9494,0.6739,-1.0,2024-09-11 15:34:28,0.002
esm-t33-gvp,3,30,"(512, 16)",4,True,10,13,0.6589,0.6736,0.6009,0.7528,0.9455,0.6713,-2.8,2024-09-11 15:43:15,0.002
esm-t33-gvp,3,30,"(512, 16)",4,False,20,14,0.2354,0.167,0.4095,0.1974,0.803,0.2227,-2.8,2024-09-11 15:59:59,0.002
esm-t33-gvp,3,30,"(512, 16)",4,False,10,15,0.6851,0.7044,0.6795,0.719,0.952,0.6762,-0.9,2024-09-11 16:08:36,0.002
esm-t33-gvp,3,31,"(256, 16)",3,True,20,16,0.67,0.7014,0.6098,0.7654,0.9478,0.6584,-1.4,2024-09-11 16:22:37,0.002
esm-t33-gvp,3,31,"(256, 16)",3,True,10,17,0.667,0.678,0.635,0.7304,0.943,0.6655,-3.0,2024-09-11 16:29:57,0.002
esm-t33-gvp,3,31,"(256, 16)",3,False,20,18,0.6626,0.6732,0.6024,0.7589,0.9235,0.6864,-2.6,2024-09-11 16:43:57,0.002
esm-t33-gvp,3,31,"(256, 16)",3,False,10,19,0.6501,0.6592,0.5905,0.7467,0.9345,0.672,-1.3,2024-09-11 16:51:13,0.002
esm-t33-gvp,3,31,"(256, 16)",4,True,20,20,0.6936,0.6917,0.6142,0.8102,0.9448,0.6707,-2.3,2024-09-11 17:05:47,0.002
esm-t33-gvp,3,31,"(256, 16)",4,True,10,21,0.6812,0.6921,0.6454,0.7474,0.9469,0.6609,-2.6,2024-09-11 17:13:19,0.002
esm-t33-gvp,3,31,"(256, 16)",4,False,20,22,0.6758,0.6678,0.6573,0.7239,0.9229,0.6824,-2.0,2024-09-11 17:27:54,0.002
esm-t33-gvp,3,31,"(256, 16)",4,False,10,23,0.6849,0.6729,0.6424,0.7583,0.9338,0.6778,-1.9,2024-09-11 17:35:26,0.002
esm-t33-gvp,3,31,"(512, 16)",3,True,20,24,0.6651,0.6674,0.6454,0.7155,0.9266,0.6715,-2.2,2024-09-11 17:50:52,0.002
esm-t33-gvp,3,31,"(512, 16)",3,True,10,25,0.6508,0.6755,0.5697,0.7742,0.939,0.6682,-2.0,2024-09-11 17:58:50,0.002
esm-t33-gvp,3,31,"(512, 16)",3,False,20,26,0.0,0.0589,0.0,,0.5867,0.0,-3.0,2024-09-11 18:14:09,0.002
esm-t33-gvp,3,31,"(512, 16)",3,False,10,27,0.6626,0.6767,0.6024,0.7589,0.9291,0.67,-2.5,2024-09-11 18:22:03,0.002
esm-t33-gvp,3,31,"(512, 16)",4,True,20,28,0.6665,0.6935,0.5593,0.8231,0.9302,0.6469,-2.6,2024-09-11 18:38:24,0.002
esm-t33-gvp,3,31,"(512, 16)",4,True,10,29,0.669,0.6651,0.6113,0.7616,0.925,0.6619,-2.3,2024-09-11 18:46:55,0.002
esm-t33-gvp,3,31,"(512, 16)",4,False,20,30,0.6489,0.6507,0.5861,0.7495,0.933,0.6662,-1.9,2024-09-11 19:03:11,0.002
esm-t33-gvp,3,31,"(512, 16)",4,False,10,31,0.6461,0.6676,0.6039,0.7229,0.935,0.6611,-3.0,2024-09-11 19:11:33,0.002
esm-t33-gvp,4,30,"(256, 16)",3,True,20,0,0.6667,0.6726,0.6128,0.755,0.9275,0.6477,-2.2,2024-09-11 19:26:02,0.002
esm-t33-gvp,4,30,"(256, 16)",3,True,10,1,0.6623,0.6989,0.6157,0.7424,0.9404,0.6623,-1.9,2024-09-11 19:33:31,0.002
esm-t33-gvp,4,30,"(256, 16)",3,False,20,2,0.669,0.697,0.6113,0.7616,0.9288,0.6504,-1.3,2024-09-11 19:47:59,0.002
esm-t33-gvp,4,30,"(256, 16)",3,False,10,3,0.6621,0.6924,0.595,0.7667,0.9363,0.6245,-2.6,2024-09-11 19:55:28,0.002
esm-t33-gvp,4,30,"(256, 16)",4,True,20,4,0.0,0.0541,0.0,,0.5379,0.0,-3.0,2024-09-11 20:10:29,0.002
esm-t33-gvp,4,30,"(256, 16)",4,True,10,5,0.6537,0.6982,0.6291,0.7102,0.9479,0.6326,-3.0,2024-09-11 20:18:18,0.002
esm-t33-gvp,4,30,"(256, 16)",4,False,20,6,0.6482,0.6731,0.5861,0.7481,0.926,0.6396,-1.2,2024-09-11 20:33:17,0.002
esm-t33-gvp,4,30,"(256, 16)",4,False,10,7,0.6555,0.6859,0.6231,0.7204,0.937,0.6393,-3.0,2024-09-11 20:41:03,0.002
esm-t33-gvp,4,30,"(512, 16)",3,True,20,8,0.6712,0.6761,0.6039,0.7752,0.9295,0.6457,-3.0,2024-09-11 20:56:58,0.002
esm-t33-gvp,4,30,"(512, 16)",3,True,10,9,0.6648,0.6823,0.6202,0.7425,0.9356,0.6349,-2.4,2024-09-11 21:05:11,0.002
esm-t33-gvp,4,30,"(512, 16)",3,False,20,10,0.2205,0.1529,0.6009,0.1378,0.79,0.1732,-2.9,2024-09-11 21:21:00,0.002
esm-t33-gvp,4,30,"(512, 16)",3,False,10,11,0.6558,0.6787,0.632,0.7112,0.9433,0.637,-2.3,2024-09-11 21:29:12,0.002
esm-t33-gvp,4,30,"(512, 16)",4,True,20,12,0.6751,0.69,0.6083,0.778,0.905,0.6435,-2.9,2024-09-11 21:46:10,0.002
esm-t33-gvp,4,30,"(512, 16)",4,True,10,13,0.66,0.687,0.592,0.7658,0.9374,0.641,-0.9,2024-09-11 21:54:56,0.002
esm-t33-gvp,4,30,"(512, 16)",4,False,20,14,0.2519,0.1861,0.5519,0.1727,0.8102,0.2007,-2.6,2024-09-11 22:11:45,0.002
esm-t33-gvp,4,30,"(512, 16)",4,False,10,15,0.0,0.0375,0.0,,0.416,0.0,-3.0,2024-09-11 22:20:25,0.002
esm-t33-gvp,4,31,"(256, 16)",3,True,20,16,0.636,0.6647,0.6009,0.7056,0.9255,0.6325,-2.6,2024-09-11 22:34:38,0.002
esm-t33-gvp,4,31,"(256, 16)",3,True,10,17,0.6363,0.6755,0.5519,0.7654,0.9426,0.6257,-1.0,2024-09-11 22:43:12,0.002
esm-t33-gvp,4,31,"(256, 16)",3,False,20,18,0.6096,0.6446,0.6172,0.6371,0.928,0.601,-2.8,2024-09-11 22:57:16,0.002
esm-t33-gvp,4,31,"(256, 16)",3,False,10,19,0.6478,0.6668,0.5846,0.749,0.9333,0.6385,-2.8,2024-09-11 23:04:32,0.002
esm-t33-gvp,4,31,"(256, 16)",4,True,20,20,0.6423,0.6691,0.5816,0.741,0.932,0.6371,-2.3,2024-09-11 23:19:08,0.002
esm-t33-gvp,4,31,"(256, 16)",4,True,10,21,0.6543,0.6851,0.6009,0.7431,0.9384,0.6351,-1.0,2024-09-11 23:26:42,0.002
esm-t33-gvp,4,31,"(256, 16)",4,False,20,22,0.6447,0.6648,0.5475,0.7901,0.8433,0.6333,1.0,2024-09-11 23:41:13,0.002
esm-t33-gvp,4,31,"(256, 16)",4,False,10,23,0.6639,0.677,0.6306,0.729,0.9433,0.6481,-2.9,2024-09-11 23:48:44,0.002
esm-t33-gvp,4,31,"(512, 16)",3,True,20,24,0.66,0.6445,0.592,0.7658,0.8463,0.6404,-3.0,2024-09-12 00:04:09,0.002
esm-t33-gvp,4,31,"(512, 16)",3,True,10,25,0.6516,0.6765,0.5935,0.7463,0.9413,0.6359,-2.1,2024-09-12 00:12:07,0.002
esm-t33-gvp,4,31,"(512, 16)",3,False,20,26,0.2225,0.1631,0.5772,0.1434,0.7933,0.18,-2.7,2024-09-12 00:27:26,0.002
esm-t33-gvp,4,31,"(512, 16)",3,False,10,27,0.6281,0.6696,0.5401,0.7631,0.9246,0.6223,-2.6,2024-09-12 00:35:24,0.002
esm-t33-gvp,4,31,"(512, 16)",4,True,20,28,0.6545,0.6605,0.5668,0.786,0.9179,0.6342,-3.0,2024-09-12 00:51:57,0.002
esm-t33-gvp,4,31,"(512, 16)",4,True,10,29,0.6307,0.6751,0.5712,0.7292,0.937,0.6349,-2.8,2024-09-12 01:00:29,0.002
esm-t33-gvp,4,31,"(512, 16)",4,False,20,30,0.0262,0.0949,0.0074,0.1667,0.6941,0.0213,-3.0,2024-09-12 01:16:51,0.002
esm-t33-gvp,4,31,"(512, 16)",4,False,10,31,0.0093,0.07,0.0193,0.0616,0.6405,0.0016,-3.0,2024-09-12 01:25:18,0.002
esm-t33-gvp,0,30,"(256, 16)",3,True,20,0,0.6528,0.6481,0.6261,0.7116,0.9159,0.6807,-4.4,2024-10-07 13:12:02,0.002
esm-t33-gvp,0,30,"(256, 16)",3,True,10,1,0.6411,0.6468,0.589,0.7298,0.8614,0.6614,-3.6,2024-10-07 13:19:39,0.002
esm-t33-gvp,0,30,"(256, 16)",3,False,20,2,0.6651,0.6537,0.6039,0.7622,0.9225,0.6702,-1.0,2024-10-07 13:34:02,0.002
esm-t33-gvp,0,30,"(256, 16)",3,False,10,3,0.6535,0.6762,0.6098,0.7313,0.9308,0.6627,-1.8,2024-10-07 13:41:25,0.002
esm-t33-gvp,0,30,"(256, 16)",4,True,20,4,0.6525,0.6713,0.6039,0.736,0.9139,0.6757,-3.8,2024-10-07 13:56:33,0.002
esm-t33-gvp,0,30,"(256, 16)",4,True,10,5,0.6518,0.6752,0.6187,0.7177,0.9398,0.6701,-3.0,2024-10-07 14:04:19,0.002
esm-t33-gvp,0,30,"(256, 16)",4,False,20,6,0.6623,0.6939,0.6113,0.7477,0.9257,0.6847,-3.0,2024-10-07 14:19:24,0.002
esm-t33-gvp,0,30,"(256, 16)",4,False,10,7,0.647,0.6578,0.6306,0.6956,0.9359,0.6622,-1.8,2024-10-07 14:27:07,0.002
esm-t33-gvp,1,30,"(256, 16)",3,True,20,0,0.6757,0.6972,0.6217,0.7632,0.918,0.6126,-3.8,2024-10-07 14:42:25,0.002
esm-t33-gvp,1,30,"(256, 16)",3,True,10,1,0.666,0.6997,0.6543,0.7079,0.9436,0.5909,-2.8,2024-10-07 14:59:51,0.002
esm-t33-gvp,1,30,"(256, 16)",3,False,20,2,0.6635,0.6745,0.6439,0.7138,0.9282,0.5953,-3.4,2024-10-07 15:20:33,0.002
esm-t33-gvp,1,30,"(256, 16)",3,False,10,3,0.666,0.6856,0.6246,0.7399,0.9452,0.5964,-1.6,2024-10-07 15:27:58,0.002
esm-t33-gvp,1,30,"(256, 16)",4,True,20,4,0.6854,0.7108,0.6543,0.7462,0.9386,0.5965,-5.0,2024-10-07 15:43:00,0.002
esm-t33-gvp,1,30,"(256, 16)",4,True,10,5,0.6727,0.702,0.6632,0.7118,0.923,0.5807,-1.8,2024-10-07 15:50:44,0.002
esm-t33-gvp,1,30,"(256, 16)",4,False,20,6,0.2677,0.183,0.4985,0.2025,0.8172,0.1847,-2.6,2024-10-07 16:05:44,0.002
esm-t33-gvp,1,30,"(256, 16)",4,False,10,7,0.6657,0.6772,0.6513,0.7104,0.9111,0.5768,-3.6,2024-10-07 16:13:27,0.002
esm-t33-gvp,2,30,"(256, 16)",3,True,20,0,0.6836,0.7007,0.6499,0.7474,0.9341,0.6041,-4.6,2024-10-07 16:27:52,0.002
esm-t33-gvp,2,30,"(256, 16)",3,True,10,1,0.6617,0.6994,0.6499,0.7042,0.9428,0.5892,-2.4,2024-10-07 16:35:16,0.002
esm-t33-gvp,2,30,"(256, 16)",3,False,20,2,0.6895,0.7197,0.6602,0.7479,0.9466,0.6004,-4.0,2024-10-07 16:49:49,0.002
esm-t33-gvp,2,30,"(256, 16)",3,False,10,3,0.6747,0.6901,0.6068,0.779,0.9374,0.596,-0.8,2024-10-07 16:57:21,0.002
esm-t33-gvp,2,30,"(256, 16)",4,True,20,4,0.6803,0.7044,0.632,0.7607,0.9305,0.6054,-4.8,2024-10-07 17:12:39,0.002
esm-t33-gvp,2,30,"(256, 16)",4,True,10,5,0.6817,0.709,0.5994,0.8032,0.9434,0.5944,-4.0,2024-10-07 17:20:24,0.002
esm-t33-gvp,2,30,"(256, 16)",4,False,20,6,0.6748,0.6939,0.6602,0.7189,0.9191,0.6152,-5.0,2024-10-07 17:35:44,0.002
esm-t33-gvp,2,30,"(256, 16)",4,False,10,7,0.6487,0.6783,0.632,0.6972,0.9361,0.6173,-4.8,2024-10-07 17:43:27,0.002
esm-t33-gvp,3,30,"(256, 16)",3,True,20,0,0.6852,0.7116,0.678,0.7208,0.9428,0.6834,-4.8,2024-10-07 17:57:59,0.002
esm-t33-gvp,3,30,"(256, 16)",3,True,10,1,0.661,0.6639,0.6395,0.7136,0.9361,0.6718,-4.8,2024-10-07 18:05:26,0.002
esm-t33-gvp,3,30,"(256, 16)",3,False,20,2,0.6788,0.675,0.6573,0.7298,0.9324,0.692,-3.4,2024-10-07 18:19:48,0.002
esm-t33-gvp,3,30,"(256, 16)",3,False,10,3,0.6722,0.701,0.6573,0.7168,0.9451,0.6855,-4.0,2024-10-07 18:27:12,0.002
esm-t33-gvp,3,30,"(256, 16)",4,True,20,4,0.6696,0.6669,0.6083,0.7664,0.9361,0.6764,1.2,2024-10-07 18:42:13,0.002
esm-t33-gvp,3,30,"(256, 16)",4,True,10,5,0.6716,0.6682,0.6083,0.7707,0.9427,0.6713,-1.4,2024-10-07 18:49:52,0.002
esm-t33-gvp,3,30,"(256, 16)",4,False,20,6,0.2145,0.153,0.6573,0.1253,0.7945,0.2205,-3.4,2024-10-07 19:04:45,0.002
esm-t33-gvp,3,30,"(256, 16)",4,False,10,7,0.6797,0.6958,0.6187,0.7751,0.9384,0.6759,0.8,2024-10-07 19:12:23,0.002
esm-t33-gvp,4,30,"(256, 16)",3,True,20,0,0.6526,0.6835,0.6617,0.6747,0.933,0.6443,-4.2,2024-10-07 19:26:45,0.002
esm-t33-gvp,4,30,"(256, 16)",3,True,10,1,0.6673,0.6456,0.6246,0.7425,0.9314,0.6478,-1.2,2024-10-07 19:34:06,0.002
esm-t33-gvp,4,30,"(256, 16)",3,False,20,2,0.6525,0.6752,0.5846,0.7592,0.9119,0.6467,-1.6,2024-10-07 19:48:22,0.002
esm-t33-gvp,4,30,"(256, 16)",3,False,10,3,0.0526,0.0573,0.4866,0.0597,0.5808,0.0368,-3.0,2024-10-07 19:55:43,0.002
esm-t33-gvp,4,30,"(256, 16)",4,True,20,4,0.6764,0.6631,0.592,0.8012,0.9143,0.6474,-2.2,2024-10-07 20:10:37,0.002
esm-t33-gvp,4,30,"(256, 16)",4,True,10,5,0.654,0.6803,0.6113,0.7305,0.9256,0.6454,-4.6,2024-10-07 20:18:20,0.002
esm-t33-gvp,4,30,"(256, 16)",4,False,20,6,0.2314,0.1659,0.5579,0.154,0.801,0.1813,-2.4,2024-10-07 20:33:20,0.002
esm-t33-gvp,4,30,"(256, 16)",4,False,10,7,0.6459,0.6737,0.5801,0.7505,0.9243,0.625,-3.0,2024-10-07 20:40:58,0.002
